Faculdade;Curso;Turma;Disciplina;Professor
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;INTRODUÇÃO AOS ESTUDOS HISTÓRICOS (TEORIA I);MARIZA ROMERO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;INTRODUÇÃO AOS ESTUDOS HISTÓRICOS (TEORIA I);MARIZA ROMERO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;ANTIGUIDADE OCIDENTAL – GRÉCIA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;ANTIGUIDADE OCIDENTAL – GRÉCIA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;ANTIGUIDADE OCIDENTAL – GRÉCIA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;ANTIGUIDADE OCIDENTAL – GRÉCIA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;ANTIGUIDADE OCIDENTAL – ROMA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;ANTIGUIDADE OCIDENTAL – ROMA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;ANTIGUIDADE OCIDENTAL – ROMA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;ANTIGUIDADE OCIDENTAL – ROMA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;FUNDAMENTOS DO SISTEMA COLONIAL NA AMÉRICA PORTUGUESA: SÉCULOS XVI-XVII (BRASIL I) ;ALBERTO LUIZ SCHNEIDER
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;FUNDAMENTOS DO SISTEMA COLONIAL NA AMÉRICA PORTUGUESA: SÉCULOS XVI-XVII (BRASIL I) ;ALBERTO LUIZ SCHNEIDER
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;FUNDAMENTOS DO SISTEMA COLONIAL NA AMÉRICA PORTUGUESA: SÉCULOS XVI-XVII (BRASIL I) ;ALBERTO LUIZ SCHNEIDER
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;FUNDAMENTOS DO SISTEMA COLONIAL NA AMÉRICA PORTUGUESA: SÉCULOS XVI-XVII (BRASIL I) ;ALBERTO LUIZ SCHNEIDER
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;FUNDAMENTOS DO SISTEMA COLONIAL NA AMÉRICA PORTUGUESA: SÉCULOS XVI-XVII (BRASIL I) ;ALBERTO LUIZ SCHNEIDER
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;FUNDAMENTOS DO SISTEMA COLONIAL NA AMÉRICA PORTUGUESA: SÉCULOS XVI-XVII (BRASIL I) ;ALBERTO LUIZ SCHNEIDER
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;FUNDAMENTOS DO SISTEMA COLONIAL NA AMÉRICA PORTUGUESA: SÉCULOS XVI-XVII (BRASIL I) ;ALBERTO LUIZ SCHNEIDER
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;FUNDAMENTOS DO SISTEMA COLONIAL NA AMÉRICA PORTUGUESA: SÉCULOS XVI-XVII (BRASIL I) ;ALBERTO LUIZ SCHNEIDER
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;DIÁSPORA;AMAILTON MAGNO AZEVEDO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;DIÁSPORA;AMAILTON MAGNO AZEVEDO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;DIÁSPORA;AMAILTON MAGNO AZEVEDO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;DIÁSPORA;AMAILTON MAGNO AZEVEDO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;CULTURA AFRO-BRASILEIRA E AFRICANA: DIÁSPORAS;AMAILTON MAGNO AZEVEDO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;CULTURA AFRO-BRASILEIRA E AFRICANA: DIÁSPORAS;AMAILTON MAGNO AZEVEDO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;CULTURA AFRO-BRASILEIRA E AFRICANA: DIÁSPORAS;AMAILTON MAGNO AZEVEDO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA1;CULTURA AFRO-BRASILEIRA E AFRICANA: DIÁSPORAS;AMAILTON MAGNO AZEVEDO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;ANTIGUIDADE OCIDENTAL – GRÉCIA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;ANTIGUIDADE OCIDENTAL – GRÉCIA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;ANTIGUIDADE OCIDENTAL – ROMA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;ANTIGUIDADE OCIDENTAL – ROMA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;CULTURA AFRO-BRASILEIRA E AFRICANA: DIÁSPORAS;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;CULTURA AFRO-BRASILEIRA E AFRICANA: DIÁSPORAS;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;DIÁSPORA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;DIÁSPORA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;FUNDAMENTOS DO SISTEMA COLONIAL NA AMÉRICA PORTUGUESA: SÉCULOS XVI-XVII (BRASIL I) ;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;FUNDAMENTOS DO SISTEMA COLONIAL NA AMÉRICA PORTUGUESA: SÉCULOS XVI-XVII (BRASIL I) ;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;HISTÓRIA DOS POVOS ORIGINÁRIOS DAS AMÉRICAS: SOCIEDADES, TERRITÓRIOS E RESISTÊNCIAS ;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;HISTÓRIA DOS POVOS ORIGINÁRIOS DAS AMÉRICAS: SOCIEDADES, TERRITÓRIOS E RESISTÊNCIAS ;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;HISTÓRIA DOS POVOS ORIGINÁRIOS DAS AMÉRICAS: SOCIEDADES, TERRITÓRIOS E RESISTÊNCIAS: PRÁTICA DE ENSINO E PESQUISA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;HISTÓRIA DOS POVOS ORIGINÁRIOS DAS AMÉRICAS: SOCIEDADES, TERRITÓRIOS E RESISTÊNCIAS: PRÁTICA DE ENSINO E PESQUISA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;INTRODUÇÃO AOS ESTUDOS HISTÓRICOS (TEORIA I);-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMB1;INTRODUÇÃO AOS ESTUDOS HISTÓRICOS (TEORIA I);-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;ANTIGUIDADE OCIDENTAL – GRÉCIA E ROMA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;ANTIGUIDADE OCIDENTAL – GRÉCIA E ROMA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;DIÁSPORA I;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;DIÁSPORA I;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;DIÁSPORA II;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;DIÁSPORA II;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;FUNDAMENTOS DO SISTEMA COLONIAL NA AMÉRICA PORTUGUESA: SÉCULOS XVI-XVII;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;FUNDAMENTOS DO SISTEMA COLONIAL NA AMÉRICA PORTUGUESA: SÉCULOS XVI-XVII;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;HISTÓRIA AMERICANA ANTES DA CONQUISTA EUROPEIA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;HISTÓRIA AMERICANA ANTES DA CONQUISTA EUROPEIA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;HISTÓRIA AMERICANA ANTES DA CONQUISTA EUROPEIA: PRÁTICA DE ENSINO E PESQUISA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;HISTÓRIA AMERICANA ANTES DA CONQUISTA EUROPEIA: PRÁTICA DE ENSINO E PESQUISA;-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;INTRODUÇÃO AOS ESTUDOS HISTÓRICOS (TEORIA I);-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-VESTMBA1;INTRODUÇÃO AOS ESTUDOS HISTÓRICOS (TEORIA I);-
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;EUROPA OCIDENTAL: (MODERNA I) SÉCULOS XV-XVII;ANA HUTZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;EUROPA OCIDENTAL: (MODERNA I) SÉCULOS XV-XVII;ANA HUTZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;EUROPA OCIDENTAL: (MODERNA I) SÉCULOS XV-XVII;ANA HUTZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;EUROPA OCIDENTAL: (MODERNA I) SÉCULOS XV-XVII;ANA HUTZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;EUROPA OCIDENTAL: (MODERNA I) SÉCULOS XV-XVII;ANA HUTZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;EUROPA OCIDENTAL: (MODERNA I) SÉCULOS XV-XVII;ANA HUTZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;EUROPA OCIDENTAL: (MODERNA I) SÉCULOS XV-XVII;ANA HUTZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;EUROPA OCIDENTAL: (MODERNA I) SÉCULOS XV-XVII;ANA HUTZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;O SÉCULO XVIII NA AMÉRICA PORTUGUESA E A CRISE DO SISTEMA COLONIAL (BRASIL II);OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;O SÉCULO XVIII NA AMÉRICA PORTUGUESA E A CRISE DO SISTEMA COLONIAL (BRASIL II);OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;O SÉCULO XVIII NA AMÉRICA PORTUGUESA E A CRISE DO SISTEMA COLONIAL (BRASIL II);OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;O SÉCULO XVIII NA AMÉRICA PORTUGUESA E A CRISE DO SISTEMA COLONIAL (BRASIL II);OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;O SÉCULO XVIII NA AMÉRICA PORTUGUESA E A CRISE DO SISTEMA COLONIAL (BRASIL II);OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;O SÉCULO XVIII NA AMÉRICA PORTUGUESA E A CRISE DO SISTEMA COLONIAL (BRASIL II);OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;O SÉCULO XVIII NA AMÉRICA PORTUGUESA E A CRISE DO SISTEMA COLONIAL (BRASIL II);OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;O SÉCULO XVIII NA AMÉRICA PORTUGUESA E A CRISE DO SISTEMA COLONIAL (BRASIL II);OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;DINÂMICA E SUPERAÇÃO DA ORDEM FEUDAL: O NASCIMENTO DA EUROPA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;DINÂMICA E SUPERAÇÃO DA ORDEM FEUDAL: O NASCIMENTO DA EUROPA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;DINÂMICA E SUPERAÇÃO DA ORDEM FEUDAL: O NASCIMENTO DA EUROPA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;DINÂMICA E SUPERAÇÃO DA ORDEM FEUDAL: O NASCIMENTO DA EUROPA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;DINÂMICA E SUPERAÇÃO DA ORDEM FEUDAL: O NASCIMENTO DA EUROPA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;DINÂMICA E SUPERAÇÃO DA ORDEM FEUDAL: O NASCIMENTO DA EUROPA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;DINÂMICA E SUPERAÇÃO DA ORDEM FEUDAL: O NASCIMENTO DA EUROPA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;DINÂMICA E SUPERAÇÃO DA ORDEM FEUDAL: O NASCIMENTO DA EUROPA;ALVARO HASHIZUME ALLEGRETTE
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;OS POVOS ORIGINÁRIOS E SEUS DIREITOS - PESQUISA E EXTENSÃO;LUCIA HELENA VITALLI RANGEL
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;OS POVOS ORIGINÁRIOS E SEUS DIREITOS - PESQUISA E EXTENSÃO;LUCIA HELENA VITALLI RANGEL
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;OS POVOS ORIGINÁRIOS E SEUS DIREITOS - PESQUISA E EXTENSÃO;LUCIA HELENA VITALLI RANGEL
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;OS POVOS ORIGINÁRIOS E SEUS DIREITOS - PESQUISA E EXTENSÃO;LUCIA HELENA VITALLI RANGEL
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;HISTÓRIA, CIDADANIA E DIREITOS HUMANOS - PESQUISA E EXTENSÃO;MARIZA ROMERO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;HISTÓRIA, CIDADANIA E DIREITOS HUMANOS - PESQUISA E EXTENSÃO;MARIZA ROMERO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;HISTÓRIA, CIDADANIA E DIREITOS HUMANOS - PESQUISA E EXTENSÃO;MARIZA ROMERO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA3;HISTÓRIA, CIDADANIA E DIREITOS HUMANOS - PESQUISA E EXTENSÃO;MARIZA ROMERO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS/CSO-GERMBA3;INTRODUÇÃO AO PENSAMENTO TEOLÓGICO;A DEFINIR
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS/CSO-GERMBA3;INTRODUÇÃO AO PENSAMENTO TEOLÓGICO;A DEFINIR
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS/CSO-GERMBA3;INTRODUÇÃO AO PENSAMENTO TEOLÓGICO;A DEFINIR
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS/CSO-GERMBA3;INTRODUÇÃO AO PENSAMENTO TEOLÓGICO;A DEFINIR
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS/CSO-GERMBA3;INTRODUÇÃO AO PENSAMENTO TEOLÓGICO;A DEFINIR
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS/CSO-GERMBA3;INTRODUÇÃO AO PENSAMENTO TEOLÓGICO;A DEFINIR
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA DA AMÉRICA - INDEPENDÊNCIAS, FORMAÇÃO DOS ESTADOS E INTERVENCIONISMOS (AMÉRICA III);YVONE DIAS AVELINO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA DA AMÉRICA - INDEPENDÊNCIAS, FORMAÇÃO DOS ESTADOS E INTERVENCIONISMOS (AMÉRICA III);YVONE DIAS AVELINO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA DA AMÉRICA - INDEPENDÊNCIAS, FORMAÇÃO DOS ESTADOS E INTERVENCIONISMOS (AMÉRICA III);YVONE DIAS AVELINO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA DA AMÉRICA - INDEPENDÊNCIAS, FORMAÇÃO DOS ESTADOS E INTERVENCIONISMOS (AMÉRICA III);YVONE DIAS AVELINO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA DA AMÉRICA - INDEPENDÊNCIAS, FORMAÇÃO DOS ESTADOS E INTERVENCIONISMOS (AMÉRICA III);YVONE DIAS AVELINO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA DA AMÉRICA - INDEPENDÊNCIAS, FORMAÇÃO DOS ESTADOS E INTERVENCIONISMOS (AMÉRICA III);YVONE DIAS AVELINO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA DA AMÉRICA - INDEPENDÊNCIAS, FORMAÇÃO DOS ESTADOS E INTERVENCIONISMOS (AMÉRICA III);YVONE DIAS AVELINO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA DA AMÉRICA - INDEPENDÊNCIAS, FORMAÇÃO DOS ESTADOS E INTERVENCIONISMOS (AMÉRICA III);YVONE DIAS AVELINO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;MEMÓRIA E PATRIMÔNIO;OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;MEMÓRIA E PATRIMÔNIO;OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;MEMÓRIA E PATRIMÔNIO;OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;MEMÓRIA E PATRIMÔNIO;OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;MEMÓRIA E PATRIMÔNIO;OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;MEMÓRIA E PATRIMÔNIO;OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;MEMÓRIA E PATRIMÔNIO;OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;MEMÓRIA E PATRIMÔNIO;OLGA BRITES
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA CONTEMPORÂNEA: A CONSTRUÇÃO DO UNIVERSO BURGUÊS;ANTONIO RAGO FILHO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA CONTEMPORÂNEA: A CONSTRUÇÃO DO UNIVERSO BURGUÊS;ANTONIO RAGO FILHO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA CONTEMPORÂNEA: A CONSTRUÇÃO DO UNIVERSO BURGUÊS;ANTONIO RAGO FILHO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA CONTEMPORÂNEA: A CONSTRUÇÃO DO UNIVERSO BURGUÊS;ANTONIO RAGO FILHO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA CONTEMPORÂNEA: A CONSTRUÇÃO DO UNIVERSO BURGUÊS;ANTONIO RAGO FILHO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA CONTEMPORÂNEA: A CONSTRUÇÃO DO UNIVERSO BURGUÊS;ANTONIO RAGO FILHO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA CONTEMPORÂNEA: A CONSTRUÇÃO DO UNIVERSO BURGUÊS;ANTONIO RAGO FILHO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;HISTÓRIA CONTEMPORÂNEA: A CONSTRUÇÃO DO UNIVERSO BURGUÊS;ANTONIO RAGO FILHO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;PROJETO DE EXTENSÃO I;LAURO AVILA PEREIRA
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;PROJETO DE EXTENSÃO I;LAURO AVILA PEREIRA
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;PROJETO DE EXTENSÃO I;LAURO AVILA PEREIRA
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;PROJETO DE EXTENSÃO I;LAURO AVILA PEREIRA
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;TEORIA III - SÉCULO XIX;ANTONIO RAGO FILHO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;TEORIA III - SÉCULO XIX;ANTONIO RAGO FILHO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;TEORIA III - SÉCULO XIX;ANTONIO RAGO FILHO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA5;TEORIA III - SÉCULO XIX;ANTONIO RAGO FILHO
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;O BRASIL REPÚBLICA NA 2ª METADE DO SÉCULO XX (BRASIL V);LAURO AVILA PEREIRA
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;O BRASIL REPÚBLICA NA 2ª METADE DO SÉCULO XX (BRASIL V);LAURO AVILA PEREIRA
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;O BRASIL REPÚBLICA NA 2ª METADE DO SÉCULO XX (BRASIL V);LAURO AVILA PEREIRA
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;O BRASIL REPÚBLICA NA 2ª METADE DO SÉCULO XX (BRASIL V);LAURO AVILA PEREIRA
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;O BRASIL REPÚBLICA NA 2ª METADE DO SÉCULO XX (BRASIL V);LAURO AVILA PEREIRA
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;O BRASIL REPÚBLICA NA 2ª METADE DO SÉCULO XX (BRASIL V);LAURO AVILA PEREIRA
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;O BRASIL REPÚBLICA NA 2ª METADE DO SÉCULO XX (BRASIL V);LAURO AVILA PEREIRA
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;O BRASIL REPÚBLICA NA 2ª METADE DO SÉCULO XX (BRASIL V);LAURO AVILA PEREIRA
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;HISTÓRIA CONTEMPORÂNEA III - GUERRAS, REVOLUÇÕES, TOTALITARISMOS E RESISTÊNCIAS - (1914 - 1960);ADALTON FRANCIOZO DINIZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;HISTÓRIA CONTEMPORÂNEA III - GUERRAS, REVOLUÇÕES, TOTALITARISMOS E RESISTÊNCIAS - (1914 - 1960);ADALTON FRANCIOZO DINIZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;HISTÓRIA CONTEMPORÂNEA III - GUERRAS, REVOLUÇÕES, TOTALITARISMOS E RESISTÊNCIAS - (1914 - 1960);ADALTON FRANCIOZO DINIZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;HISTÓRIA CONTEMPORÂNEA III - GUERRAS, REVOLUÇÕES, TOTALITARISMOS E RESISTÊNCIAS - (1914 - 1960);ADALTON FRANCIOZO DINIZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;HISTÓRIA CONTEMPORÂNEA III - GUERRAS, REVOLUÇÕES, TOTALITARISMOS E RESISTÊNCIAS - (1914 - 1960);ADALTON FRANCIOZO DINIZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;HISTÓRIA CONTEMPORÂNEA III - GUERRAS, REVOLUÇÕES, TOTALITARISMOS E RESISTÊNCIAS - (1914 - 1960);ADALTON FRANCIOZO DINIZ
FACULDADE DE CIÊNCIAS SOCIAIS;HISTÓRIA;HIS-MBA7;HISTÓRIA CONTEMPORÂNEA III - GUERRAS, REVOLUÇÕES, TOTALITARISMOS E RESISTÊNCIAS - (1914 - 1960);ADALTON FRANCIOZO DINIZ
