Faculdade;Curso;Turma;Disciplina;Professor
FACHS;PSICOLOGIA;PSICO-VU927;NÚCLEO 2.7 - PROGRAMA 1 - ASPECTOS PSICOLÓGICOS DO ADOECIMENTO;MARIA CECILIA ROTH
FACHS;PSICOLOGIA;PSICO-VU927;NÚCLEO 2.7 - PROGRAMA 2 - A INSTITUIÇÃO HOSPITALAR E SUAS RELAÇÕES INTERPESSOAIS;CLAUDINEI AFFONSO
FACHS;PSICOLOGIA;PSICO-VU927;NÚCLEO 2.7 - PROGRAMA 2 - A INSTITUIÇÃO HOSPITALAR E SUAS RELAÇÕES INTERPESSOAIS;CLAUDINEI AFFONSO
FACHS;PSICOLOGIA;PSICO-VU927;NÚCLEO 2.7 - PROGRAMA 2 - A INSTITUIÇÃO HOSPITALAR E SUAS RELAÇÕES INTERPESSOAIS;CLAUDINEI AFFONSO
FACHS;PSICOLOGIA;PSICO-VU927;NÚCLEO 2.7 - PROGRAMA 2 - A INSTITUIÇÃO HOSPITALAR E SUAS RELAÇÕES INTERPESSOAIS;CLAUDINEI AFFONSO
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 1 - FUNDAMENTOS TEÓRICOS E POSSIBILIDADES DA TERAPIA COMPORTAMENTAL;LUIZ FELIPE MONTEIRO DA CRUZ
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 1 - FUNDAMENTOS TEÓRICOS E POSSIBILIDADES DA TERAPIA COMPORTAMENTAL;LUIZ FELIPE MONTEIRO DA CRUZ
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 1 - FUNDAMENTOS TEÓRICOS E POSSIBILIDADES DA TERAPIA COMPORTAMENTAL;LUIZ FELIPE MONTEIRO DA CRUZ
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 1 - FUNDAMENTOS TEÓRICOS E POSSIBILIDADES DA TERAPIA COMPORTAMENTAL;LUIZ FELIPE MONTEIRO DA CRUZ
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 1 - FUNDAMENTOS TEÓRICOS E POSSIBILIDADES DA TERAPIA COMPORTAMENTAL;LUIZ FELIPE MONTEIRO DA CRUZ
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 1 - FUNDAMENTOS TEÓRICOS E POSSIBILIDADES DA TERAPIA COMPORTAMENTAL;LUIZ FELIPE MONTEIRO DA CRUZ
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 2 - AVALIAÇÃO COMPORTAMENTAL DE PROBLEMAS ESPECÍFICOS;DANIEL DE MORAES CARO
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 2 - AVALIAÇÃO COMPORTAMENTAL DE PROBLEMAS ESPECÍFICOS;DANIEL DE MORAES CARO
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 2 - AVALIAÇÃO COMPORTAMENTAL DE PROBLEMAS ESPECÍFICOS;DANIEL DE MORAES CARO
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 2 - AVALIAÇÃO COMPORTAMENTAL DE PROBLEMAS ESPECÍFICOS;DANIEL DE MORAES CARO
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 3 - A ANÁLISE DO COMPORTAMENTO NA PRÁTICA;RAFAEL DIEGO MODENESI
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 3 - A ANÁLISE DO COMPORTAMENTO NA PRÁTICA;RAFAEL DIEGO MODENESI
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 3 - A ANÁLISE DO COMPORTAMENTO NA PRÁTICA;RAFAEL DIEGO MODENESI
FACHS;PSICOLOGIA;PSICO-VU928;NÚCLEO 2.8 - PROGRAMA 3 - A ANÁLISE DO COMPORTAMENTO NA PRÁTICA;RAFAEL DIEGO MODENESI
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 1 - PSICOTERAPIA PSICANALÍTICA INFANTIL: FUNDAMENTOS, PRINCÍPIOS E APLICAÇÃO;ROSA MARIA TOSTA
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 1 - PSICOTERAPIA PSICANALÍTICA INFANTIL: FUNDAMENTOS, PRINCÍPIOS E APLICAÇÃO;ROSA MARIA TOSTA
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 1 - PSICOTERAPIA PSICANALÍTICA INFANTIL: FUNDAMENTOS, PRINCÍPIOS E APLICAÇÃO;ROSA MARIA TOSTA
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 1 - PSICOTERAPIA PSICANALÍTICA INFANTIL: FUNDAMENTOS, PRINCÍPIOS E APLICAÇÃO;ROSA MARIA TOSTA
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 2 - TRANSTORNOS PSÍQUICOS NA INFÂNCIA E ATUALIZAÇÕES TERAPÊUTICAS;ANA CRISTINA MARZOLLA
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 2 - TRANSTORNOS PSÍQUICOS NA INFÂNCIA E ATUALIZAÇÕES TERAPÊUTICAS;ANA CRISTINA MARZOLLA
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 2 - TRANSTORNOS PSÍQUICOS NA INFÂNCIA E ATUALIZAÇÕES TERAPÊUTICAS;ANA CRISTINA MARZOLLA
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 2 - TRANSTORNOS PSÍQUICOS NA INFÂNCIA E ATUALIZAÇÕES TERAPÊUTICAS;ANA CRISTINA MARZOLLA
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 3 - O ATENDIMENTO A PAIS DE CRIANÇAS EM PROCESSO DE PSICOTERAPIA;KATIA EL ID
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 3 - O ATENDIMENTO A PAIS DE CRIANÇAS EM PROCESSO DE PSICOTERAPIA;KATIA EL ID
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 3 - O ATENDIMENTO A PAIS DE CRIANÇAS EM PROCESSO DE PSICOTERAPIA;KATIA EL ID
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 3 - O ATENDIMENTO A PAIS DE CRIANÇAS EM PROCESSO DE PSICOTERAPIA;KATIA EL ID
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 3 - O ATENDIMENTO A PAIS DE CRIANÇAS EM PROCESSO DE PSICOTERAPIA;KATIA EL ID
FACHS;PSICOLOGIA;PSICO-VU929;NÚCLEO 2.9 - PROGRAMA 3 - O ATENDIMENTO A PAIS DE CRIANÇAS EM PROCESSO DE PSICOTERAPIA;KATIA EL ID
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 1 - A TRAJETÓRIA DA REFORMA NA SAÚDE MENTAL;ELISA ZANERATTO ROSA
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 1 - A TRAJETÓRIA DA REFORMA NA SAÚDE MENTAL;ELISA ZANERATTO ROSA
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 1 - A TRAJETÓRIA DA REFORMA NA SAÚDE MENTAL;ELISA ZANERATTO ROSA
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 1 - A TRAJETÓRIA DA REFORMA NA SAÚDE MENTAL;ELISA ZANERATTO ROSA
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 1 - A TRAJETÓRIA DA REFORMA NA SAÚDE MENTAL;ELISA ZANERATTO ROSA
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 1 - A TRAJETÓRIA DA REFORMA NA SAÚDE MENTAL;ELISA ZANERATTO ROSA
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 3 - CLÍNICA AMPLIADA E POLÍTICAS DA SUBJETIVIDADE CONTEMPORÂNEA: PRÁTICAS ANALÍTICAS E SOCIAIS;PEDRO HENRIQUE MARINHO CARNEIRO
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 3 - CLÍNICA AMPLIADA E POLÍTICAS DA SUBJETIVIDADE CONTEMPORÂNEA: PRÁTICAS ANALÍTICAS E SOCIAIS;PEDRO HENRIQUE MARINHO CARNEIRO
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 3 - TEORIA PSICANALÍTICA DA PSICOSE E DOS ESTADOS LIMITES NA ATUALIDADE;PEDRO HENRIQUE MARINHO CARNEIRO
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 3 - TEORIA PSICANALÍTICA DA PSICOSE E DOS ESTADOS LIMITES NA ATUALIDADE;PEDRO HENRIQUE MARINHO CARNEIRO
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 3 - CLÍNICA AMPLIADA E POLÍTICAS DA SUBJETIVIDADE CONTEMPORÂNEA: PRÁTICAS ANALÍTICAS E SOCIAIS;PEDRO HENRIQUE MARINHO CARNEIRO
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 3 - CLÍNICA AMPLIADA E POLÍTICAS DA SUBJETIVIDADE CONTEMPORÂNEA: PRÁTICAS ANALÍTICAS E SOCIAIS;PEDRO HENRIQUE MARINHO CARNEIRO
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 3 - TEORIA PSICANALÍTICA DA PSICOSE E DOS ESTADOS LIMITES NA ATUALIDADE;PEDRO HENRIQUE MARINHO CARNEIRO
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 3 - TEORIA PSICANALÍTICA DA PSICOSE E DOS ESTADOS LIMITES NA ATUALIDADE;PEDRO HENRIQUE MARINHO CARNEIRO
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 2 - DISPOSITIVOS CLÍNICOS;DEBORAH SERENO
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 2 - DISPOSITIVOS CLÍNICOS;DEBORAH SERENO
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 2 - DISPOSITIVOS CLÍNICOS;DEBORAH SERENO
FACHS;PSICOLOGIA;PSICO-VU932;NÚCLEO 3.2 - PROGRAMA 2 - DISPOSITIVOS CLÍNICOS;DEBORAH SERENO
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 3 - FERRAMENTAS DE INTERVENÇÃO;EDNA MARIA SEVERINO PETERS KAHHALE
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 3 - FERRAMENTAS DE INTERVENÇÃO;EDNA MARIA SEVERINO PETERS KAHHALE
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 3 - FERRAMENTAS DE INTERVENÇÃO;EDNA MARIA SEVERINO PETERS KAHHALE
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 3 - FERRAMENTAS DE INTERVENÇÃO;EDNA MARIA SEVERINO PETERS KAHHALE
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 1 - POLÍTICAS PÚBLICAS SOCIAIS;ANA MERCES BAHIA BOCK
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 1 - POLÍTICAS PÚBLICAS SOCIAIS;ANA MERCES BAHIA BOCK
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 1 - POLÍTICAS PÚBLICAS SOCIAIS;ANA MERCES BAHIA BOCK
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 1 - POLÍTICAS PÚBLICAS SOCIAIS;ANA MERCES BAHIA BOCK
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 2 - SÓCIO-HISTÓRICA: FUNDAMENTOS;MARIA DA GRACA MARCHINA GONCALVES
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 2 - SÓCIO-HISTÓRICA: FUNDAMENTOS;MARIA DA GRACA MARCHINA GONCALVES
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 2 - SÓCIO-HISTÓRICA: FUNDAMENTOS;MARIA DA GRACA MARCHINA GONCALVES
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 2 - SÓCIO-HISTÓRICA: FUNDAMENTOS;MARIA DA GRACA MARCHINA GONCALVES
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 2 - SÓCIO-HISTÓRICA: FUNDAMENTOS;MARIA DA GRACA MARCHINA GONCALVES
FACHS;PSICOLOGIA;PSICO-VU933;NÚCLEO 3.3 - PROGRAMA 2 - SÓCIO-HISTÓRICA: FUNDAMENTOS;MARIA DA GRACA MARCHINA GONCALVES
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 1 - A CRISE COMO OPERADOR DO TRABALHO TERAPÊUTICO NA CLÍNICA CONTEMPORÂNEA;IDA ELIZABETH CARDINALLI
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 1 - A CRISE COMO OPERADOR DO TRABALHO TERAPÊUTICO NA CLÍNICA CONTEMPORÂNEA;IDA ELIZABETH CARDINALLI
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 1 - A CRISE COMO OPERADOR DO TRABALHO TERAPÊUTICO NA CLÍNICA CONTEMPORÂNEA;IDA ELIZABETH CARDINALLI
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 1 - A CRISE COMO OPERADOR DO TRABALHO TERAPÊUTICO NA CLÍNICA CONTEMPORÂNEA;IDA ELIZABETH CARDINALLI
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 4 - FÓRUM CLÍNICO-TEMÁTICO;IDA ELIZABETH CARDINALLI
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 4 - FÓRUM CLÍNICO-TEMÁTICO;IDA ELIZABETH CARDINALLI
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 3 - ARTICULAÇÕES CRÍTICAS ENTRE DESAMPARO E VIOLÊNCIA. A ESCUTA E O MANEJO POS;ISABEL DA SILVA KAHN MARIN
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 3 - ARTICULAÇÕES CRÍTICAS ENTRE DESAMPARO E VIOLÊNCIA. A ESCUTA E O MANEJO POS;ISABEL DA SILVA KAHN MARIN
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 3 - ARTICULAÇÕES CRÍTICAS ENTRE DESAMPARO E VIOLÊNCIA. A ESCUTA E O MANEJO POS;ISABEL DA SILVA KAHN MARIN
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 3 - ARTICULAÇÕES CRÍTICAS ENTRE DESAMPARO E VIOLÊNCIA. A ESCUTA E O MANEJO POS;ISABEL DA SILVA KAHN MARIN
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 2 - PSICOTEPIA(S) BREV(S): A PRÁTICA CLÍNICA;KATIA EL ID
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 2 - PSICOTEPIA(S) BREV(S): A PRÁTICA CLÍNICA;KATIA EL ID
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 2 - PSICOTEPIA(S) BREV(S): A PRÁTICA CLÍNICA;KATIA EL ID
FACHS;PSICOLOGIA;PSICO-VU941;NÚCLEO 4.1 - PROGRAMA 2 - PSICOTEPIA(S) BREV(S): A PRÁTICA CLÍNICA;KATIA EL ID
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 3 - INTERFACES ENTRE EDUCAÇÃO E SAÚDE: DIVERSIDADES E EDUCAÇÃO INCLUSIVA;ADRIANA BARBOSA PEREIRA
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 3 - INTERFACES ENTRE EDUCAÇÃO E SAÚDE: DIVERSIDADES E EDUCAÇÃO INCLUSIVA;ADRIANA BARBOSA PEREIRA
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 3 - INTERFACES ENTRE EDUCAÇÃO E SAÚDE: DIVERSIDADES E EDUCAÇÃO INCLUSIVA;ADRIANA BARBOSA PEREIRA
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 3 - INTERFACES ENTRE EDUCAÇÃO E SAÚDE: DIVERSIDADES E EDUCAÇÃO INCLUSIVA;ADRIANA BARBOSA PEREIRA
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 2 - DESAFIOS DA CONSTITUIÇÃO SUBJETIVA: A CONQUISTA DO EU E DO MUNDO;ISABEL DA SILVA KAHN MARIN
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 2 - DESAFIOS DA CONSTITUIÇÃO SUBJETIVA: A CONQUISTA DO EU E DO MUNDO;ISABEL DA SILVA KAHN MARIN
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 2 - DESAFIOS DA CONSTITUIÇÃO SUBJETIVA: A CONQUISTA DO EU E DO MUNDO;ISABEL DA SILVA KAHN MARIN
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 2 - DESAFIOS DA CONSTITUIÇÃO SUBJETIVA: A CONQUISTA DO EU E DO MUNDO;ISABEL DA SILVA KAHN MARIN
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 1 - AS INSTITUIÇÕES DE FORMAÇÃO DA INFÂNCIA E JUVENTUDE E SUAS INTERFACES CLÍNICO-POLÍTICAS;GABRIELA GRAMKOW
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 1 - AS INSTITUIÇÕES DE FORMAÇÃO DA INFÂNCIA E JUVENTUDE E SUAS INTERFACES CLÍNICO-POLÍTICAS;GABRIELA GRAMKOW
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 1 - AS INSTITUIÇÕES DE FORMAÇÃO DA INFÂNCIA E JUVENTUDE E SUAS INTERFACES CLÍNICO-POLÍTICAS;GABRIELA GRAMKOW
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 1 - AS INSTITUIÇÕES DE FORMAÇÃO DA INFÂNCIA E JUVENTUDE E SUAS INTERFACES CLÍNICO-POLÍTICAS;GABRIELA GRAMKOW
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 4 – INSTRUMENTALIZAÇÃO DA PRÁTICA PROFISSIONAL EM CONTEXTOS INSTITUCIONAIS E ESCOLARES – FÓRUM DE DEBATES;MARIA DE LOURDES TRASSI TEIXEIRA
FACHS;PSICOLOGIA;PSICO-VU942;NÚCLEO 4.2 - PROGRAMA 4 – INSTRUMENTALIZAÇÃO DA PRÁTICA PROFISSIONAL EM CONTEXTOS INSTITUCIONAIS E ESCOLARES – FÓRUM DE DEBATES;MARIA DE LOURDES TRASSI TEIXEIRA
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 3 - DESENVOLVIMENTO HUMANO E ORGANIZACIONAL;ANDRE RODRIGUES LEMOS BRUTTIN
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 3 - DESENVOLVIMENTO HUMANO E ORGANIZACIONAL;ANDRE RODRIGUES LEMOS BRUTTIN
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 3 - DESENVOLVIMENTO HUMANO E ORGANIZACIONAL;ANDRE RODRIGUES LEMOS BRUTTIN
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 3 - DESENVOLVIMENTO HUMANO E ORGANIZACIONAL;ANDRE RODRIGUES LEMOS BRUTTIN
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 3 - DESENVOLVIMENTO HUMANO E ORGANIZACIONAL;ANDRE RODRIGUES LEMOS BRUTTIN
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 3 - DESENVOLVIMENTO HUMANO E ORGANIZACIONAL;ANDRE RODRIGUES LEMOS BRUTTIN
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 2 - GESTÃO DE PESSOAS;MARIA CRISTINA PINTO GATTAI
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 2 - GESTÃO DE PESSOAS;MARIA CRISTINA PINTO GATTAI
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 2 - GESTÃO DE PESSOAS;MARIA CRISTINA PINTO GATTAI
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 2 - GESTÃO DE PESSOAS;MARIA CRISTINA PINTO GATTAI
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 1 - PSICOLOGIA ORGANIZACIONAL;LAURA MARQUES CASTELHANO
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 1 - PSICOLOGIA ORGANIZACIONAL;LAURA MARQUES CASTELHANO
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 1 - PSICOLOGIA ORGANIZACIONAL;LAURA MARQUES CASTELHANO
FACHS;PSICOLOGIA;PSICO-VU943;NÚCLEO 4.3 - PROGRAMA 1 - PSICOLOGIA ORGANIZACIONAL;LAURA MARQUES CASTELHANO
FACHS;PSICOLOGIA;PSICO-OPTUM01;OPTATIVA - INTRODUÇÃO A AVALIAÇÃO COLABORATIVA/TERAPÊUTICA;SCARLETT BORGES FERNANDES
FACHS;PSICOLOGIA;PSICO-OPTUM01;OPTATIVA - INTRODUÇÃO A AVALIAÇÃO COLABORATIVA/TERAPÊUTICA;SCARLETT BORGES FERNANDES
FACHS;PSICOLOGIA;PSICO-OPTUM01;OPTATIVA - INTRODUÇÃO A AVALIAÇÃO COLABORATIVA/TERAPÊUTICA;SCARLETT BORGES FERNANDES
FACHS;PSICOLOGIA;PSICO-OPTUM01;OPTATIVA - INTRODUÇÃO A AVALIAÇÃO COLABORATIVA/TERAPÊUTICA;SCARLETT BORGES FERNANDES
FACHS;PSICOLOGIA;PSICO-OPTUM01;OPTATIVA - INTRODUÇÃO A AVALIAÇÃO COLABORATIVA/TERAPÊUTICA;SCARLETT BORGES FERNANDES
FACHS;PSICOLOGIA;PSICO-OPTUM01;OPTATIVA - INTRODUÇÃO A AVALIAÇÃO COLABORATIVA/TERAPÊUTICA;SCARLETT BORGES FERNANDES
FACHS;PSICOLOGIA;PSICO-OPTUM02;OPTATIVA - O RENASCIMENTO PSICODÉLICO: O USO DE SUBSTÂNCIAS PSICODÉLICAS EM TRATAMENTOS PSICOTERÁPICOS E PSIQUIÁTRICOS;MARCELO CAMARGO BATISTUZZO
FACHS;PSICOLOGIA;PSICO-OPTUM02;OPTATIVA - O RENASCIMENTO PSICODÉLICO: O USO DE SUBSTÂNCIAS PSICODÉLICAS EM TRATAMENTOS PSICOTERÁPICOS E PSIQUIÁTRICOS;MARCELO CAMARGO BATISTUZZO
FACHS;PSICOLOGIA;PSICO-OPTUM02;OPTATIVA - O RENASCIMENTO PSICODÉLICO: O USO DE SUBSTÂNCIAS PSICODÉLICAS EM TRATAMENTOS PSICOTERÁPICOS E PSIQUIÁTRICOS;MARCELO CAMARGO BATISTUZZO
FACHS;PSICOLOGIA;PSICO-OPTUM02;OPTATIVA - O RENASCIMENTO PSICODÉLICO: O USO DE SUBSTÂNCIAS PSICODÉLICAS EM TRATAMENTOS PSICOTERÁPICOS E PSIQUIÁTRICOS;MARCELO CAMARGO BATISTUZZO
FACHS;PSICOLOGIA;PSICO-OPTUM02;OPTATIVA - O RENASCIMENTO PSICODÉLICO: O USO DE SUBSTÂNCIAS PSICODÉLICAS EM TRATAMENTOS PSICOTERÁPICOS E PSIQUIÁTRICOS;MARCELO CAMARGO BATISTUZZO
FACHS;PSICOLOGIA;PSICO-OPTUM02;OPTATIVA - O RENASCIMENTO PSICODÉLICO: O USO DE SUBSTÂNCIAS PSICODÉLICAS EM TRATAMENTOS PSICOTERÁPICOS E PSIQUIÁTRICOS;MARCELO CAMARGO BATISTUZZO
FACHS;PSICOLOGIA;PSICO-MA1;PSICOLOGIA FENOMENOLÓGICA I;JAILTON BEZERRA MELO
FACHS;PSICOLOGIA;PSICO-MA1;PSICOLOGIA FENOMENOLÓGICA I;JAILTON BEZERRA MELO
FACHS;PSICOLOGIA;PSICO-MA1;PSICOLOGIA FENOMENOLÓGICA I;JAILTON BEZERRA MELO
FACHS;PSICOLOGIA;PSICO-MA1;PSICOLOGIA FENOMENOLÓGICA I;JAILTON BEZERRA MELO
FACHS;PSICOLOGIA;PSICO-MA1;ANTROPOLOGIA;GUILHERME SIMOES GOMES JUNIOR
FACHS;PSICOLOGIA;PSICO-MA1;ANTROPOLOGIA;GUILHERME SIMOES GOMES JUNIOR
FACHS;PSICOLOGIA;PSICO-MA1;ANTROPOLOGIA;GUILHERME SIMOES GOMES JUNIOR
FACHS;PSICOLOGIA;PSICO-MA1;ANTROPOLOGIA;GUILHERME SIMOES GOMES JUNIOR
FACHS;PSICOLOGIA;PSICO-MA1;ANTROPOLOGIA;GUILHERME SIMOES GOMES JUNIOR
FACHS;PSICOLOGIA;PSICO-MA1;ANTROPOLOGIA;GUILHERME SIMOES GOMES JUNIOR
FACHS;PSICOLOGIA;PSICO-MA1;PSICOLOGIA COMPORTAMENTAL I;FATIMA REGINA PIRES DE ASSIS
FACHS;PSICOLOGIA;PSICO-MA1;PSICOLOGIA COMPORTAMENTAL I;FATIMA REGINA PIRES DE ASSIS
FACHS;PSICOLOGIA;PSICO-MA1;PSICOLOGIA COMPORTAMENTAL I;FATIMA REGINA PIRES DE ASSIS
FACHS;PSICOLOGIA;PSICO-MA1;PSICOLOGIA COMPORTAMENTAL I;FATIMA REGINA PIRES DE ASSIS
FACHS;PSICOLOGIA;PSICO-MA1;HISTÓRIA DA PSICOLOGIA I;SANDRA GAGLIARDI SANCHEZ
FACHS;PSICOLOGIA;PSICO-MA1;HISTÓRIA DA PSICOLOGIA I;SANDRA GAGLIARDI SANCHEZ
